title,genres
Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),Horror
Bad Company (2002),Action
Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy
Cherish (2002),Comedy
"Fast Runner, The (Atanarjuat) (2001)",Drama
"Bourne Identity, The (2002)",Action
Scooby-Doo (2002),Adventure
Windtalkers (2002),Action
"Dangerous Lives of Altar Boys, The (2002)",Drama
"Emperor's New Clothes, The (2001)",Comedy
Dark Blue World (Tmavomodrý svet) (2001),Drama
Caveman (1981),Comedy
Cheech & Chong's The Corsican Brothers (1984),Comedy
Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure
"Sorry, Wrong Number (1948)",Drama
Men at Work (1990),Action
She Wore a Yellow Ribbon (1949),Western
Juwanna Mann (2002),Comedy
Lilo & Stitch (2002),Adventure
Minority Report (2002),Action
Rabbit-Proof Fence (2002),Adventure
Sunshine State (2002),Drama
Hey Arnold! The Movie (2002),Adventure
Mr. Deeds (2002),Comedy
Lovely & Amazing (2001),Comedy
Look Who's Talking Now (1993),Children
Like Mike (2002),Children
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action
"Powerpuff Girls, The (2002)",Action
"Crocodile Hunter: Collision Course, The (2002)",Adventure
Reign of Fire (2002),Action
Road to Perdition (2002),Crime
My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy
The Importance of Being Earnest (1952),Comedy
Perfect (1985),Drama
Fox and His Friends (Faustrecht der Freiheit) (1975),Drama
Z (1969),Drama
Sex and Lucia (Lucía y el sexo) (2001),Drama
Eight Legged Freaks (2002),Action
K-19: The Widowmaker (2002),Action
Stuart Little 2 (2002),Children
Austin Powers in Goldmember (2002),Comedy
"Kid Stays in the Picture, The (2002)",Documentary
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror
The Big Bus (1976),Action
Red Beard (Akahige) (1965),Drama
Top Secret! (1984),Comedy
"Master of Disguise, The (2002)",Comedy
Signs (2002),Horror
"Last Kiss, The (Ultimo bacio, L') (2001)",Comedy
Spy Kids 2: The Island of Lost Dreams (2002),Adventure
"Good Girl, The (2002)",Comedy
Blood Work (2002),Crime
xXx (2002),Action
24 Hour Party People (2002),Comedy
Songs From the Second Floor (Sånger från andra våningen) (2000),Drama
Read My Lips (Sur mes lèvres) (2001),Crime
Nightcap (Merci pour le chocolat) (2000),Crime
Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),Drama
"Principal, The (1987)",Action
Rollerball (1975),Action
"Adventures of Pluto Nash, The (2002)",Action
Blue Crush (2002),Adventure
Mostly Martha (Bella Martha) (2001),Comedy
Possession (2002),Drama
One Hour Photo (2002),Drama
Simone (S1m0ne) (2002),Comedy
Undisputed (2002),Drama
Hush! (2001),Drama
How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),Drama
"Care Bears Movie, The (1985)",Animation
Care Bears Movie II: A New Generation (1986),Animation
Clash of the Titans (1981),Action
Hot Shots! (1991),Action
Time After Time (1979),Sci-Fi
Down and Out in Beverly Hills (1986),Comedy
Stakeout (1987),Comedy
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Crime
Love and a Bullet (2002),Action
À nous la liberté (Freedom for Us) (1931),Comedy
True Colors (1991),Drama
Snipes (2001),Drama
Swimfan (2002),Thriller
Johnny Dangerously (1984),Comedy
"Last House on the Left, The (1972)",Crime
Thesis (Tesis) (1996),Drama
Barbershop (2002),Comedy
Stealing Harvard (2002),Comedy
"Transporter, The (2002)",Action
Alias Betty (Betty Fisher et autres histoires) (2001),Crime
Igby Goes Down (2002),Comedy
Betsy's Wedding (1990),Comedy
Captain Ron (1992),Adventure
Ernest Scared Stupid (1991),Comedy
"Hills Have Eyes, The (1977)",Horror
Suburban Commando (1991),Comedy
Tabu: A Story of the South Seas (1931),Drama
"Wanderers, The (1979)",Drama
"Yearling, The (1946)",Children
"Ladykillers, The (1955)",Comedy
"Lavender Hill Mob, The (1951)",Comedy
"Man in the White Suit, The (1951)",Comedy
Ratcatcher (1999),Drama
"Son of the Bride (Hijo de la novia, El) (2001)",Comedy
"Das Experiment (Experiment, The) (2001)",Drama
Ballistic: Ecks vs. Sever (2002),Action
"Four Feathers, The (2002)",Adventure
Trapped (2002),Action
8 Women (2002),Comedy
Invincible (2001),Drama
Secretary (2002),Comedy
Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure
"Trials of Henry Kissinger, The (2002)",Documentary
Sweet Home Alabama (2002),Comedy
"Tuxedo, The (2002)",Action
Charly (2002),Comedy
Moonlight Mile (2002),Drama
Wasabi (2001),Action
Jonah: A VeggieTales Movie (2002),Animation
Red Dragon (2002),Crime
Bloody Sunday (2002),Drama
Heaven (2002),Drama
Welcome to Collinwood (2002),Comedy
Flirting (1991),Drama
Godzilla vs. Mothra (Mosura tai Gojira) (1964),Action
"Moderns, The (1988)",Drama
"Onion Field, The (1979)",Drama
Powaqqatsi (1988),Documentary
"Pride of the Yankees, The (1942)",Drama
Valmont (1989),Drama
Horror of Dracula (Dracula) (1958),Horror
Strange Brew (1983),Comedy
"Incredible Mr. Limpet, The (1964)",Animation
"Fan, The (1981)",Drama
"Wrong Guy, The (1997)",Comedy
Below (2002),Horror
"Rules of Attraction, The (2002)",Comedy
Tuck Everlasting (2002),Drama
White Oleander (2002),Drama
Bowling for Columbine (2002),Documentary
Comedian (2002),Comedy
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure
Punch-Drunk Love (2002),Comedy
Swept Away (2002),Comedy
Abandon (2002),Drama
Formula 51 (2001),Action
"Ring, The (2002)",Horror
Auto Focus (2002),Crime
"Grey Zone, The (2001)",Drama
Naqoyqatsi (2002),Documentary
Real Women Have Curves (2002),Comedy
Russian Ark (Russkiy Kovcheg) (2002),Drama
Billy Bathgate (1991),Crime
Grave of the Fireflies (Hotaru no haka) (1988),Animation
Jason Goes to Hell: The Final Friday (1993),Action
Saturday Night Fever (1977),Comedy
Staying Alive (1983),Comedy
Urban Cowboy (1980),Drama
Tom Horn (1980),Western
The Pumaman (1980),Action
Wholly Moses (1980),Comedy
Xanadu (1980),Fantasy
Absence of Malice (1981),Drama
Banana Joe (1981),Comedy
Blow Out (1981),Mystery
"Burning, The (1981)",Horror
Carbon Copy (1981),Comedy
Continental Divide (1981),Comedy
Endless Love (1981),Drama
Eye of the Needle (1981),Thriller
Faces of Death 2 (1981),Documentary
Faces of Death (1978),Documentary
Faces of Death 3 (1985),Documentary
Faces of Death 4 (1990),Documentary
First Monday in October (1981),Comedy
"Four Seasons, The (1981)",Comedy
Galaxy of Terror (Quest) (1981),Action
Gallipoli (1981),Drama
Gregory's Girl (1981),Comedy
"Hand, The (1981)",Drama
"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation
Modern Problems (1981),Comedy
My Dinner with André (1981),Drama
Neighbors (1981),Comedy
Pennies from Heaven (1981),Musical
Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror
Piranha II: The Spawning (1981),Horror
Polyester (1981),Comedy
"Professional, The (Le professionnel) (1981)",Action
Ghost Ship (2002),Horror
Jackass: The Movie (2002),Action
"Truth About Charlie, The (2002)",Mystery
All or Nothing (2002),Drama
Frida (2002),Drama
Roger Dodger (2002),Comedy
"Big Knife, The (1955)",Film-Noir
Casino Royale (1967),Action
Exodus (1960),Drama
"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy
I Spy (2002),Action
"Weight of Water, The (2000)",Thriller
Femme Fatale (2002),Crime
8 Mile (2002),Drama
Far from Heaven (2002),Drama
Half Past Dead (2002),Action
Harry Potter and the Chamber of Secrets (2002),Adventure
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama
Interview with the Assassin (2002),Drama
Standing in the Shadows of Motown (2002),Documentary
"Life and Death of Colonel Blimp, The (1943)",Drama
Rio Grande (1950),Romance
Blackrock (1997),Drama
Men with Brooms (2002),Comedy
Mysterious Island (1961),Adventure
Left Behind II: Tribulation Force (2002),Drama
Dog Soldiers (2002),Action
Fingers (1978),Drama
Houseboat (1958),Comedy
My Father's Glory (La gloire de mon père) (1990),Adventure
"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy
Return to the Blue Lagoon (1991),Adventure
Toy Soldiers (1991),Action
Raggedy Man (1981),Drama
Ragtime (1981),Drama
Road Games (a.k.a. Roadgames) (1981),Thriller
Scanners (1981),Horror
Sharky's Machine (1981),Crime
So Fine (1981),Comedy
Southern Comfort (1981),Drama
"Tarzan, the Ape Man (1981)",Adventure
They All Laughed (1981),Comedy
Thief (1981),Crime
This Is Elvis (1981),Documentary
True Confessions (1981),Crime
Die Another Day (2002),Action
The Emperor's Club (2002),Drama
Friday After Next (2002),Comedy
Personal Velocity (2002),Drama
"Quiet American, The (2002)",Drama
Talk to Her (Hable con Ella) (2002),Drama
Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation
Extreme Ops (2002),Action
Solaris (2002),Drama
Treasure Planet (2002),Adventure
They (2002),Horror
Brother (Brat) (1997),Crime
I Spit on Your Grave (Day of the Woman) (1978),Horror
"Last Seduction, The (1994)",Crime
Zulu (1964),Action
Analyze That (2002),Comedy
Empire (2002),Crime
Adaptation (2002),Comedy
Equilibrium (2002),Action
Visitor Q (Bizita Q) (2001),Comedy
"Bolero (Uns et les autres, Les) (1981)",Drama
Warning for the Joensson Gang (Varning för Jönssonligan) (1981),Comedy
"Vernon, Florida (1981)",Documentary
Victory (a.k.a. Escape to Victory) (1981),Action
Zoot Suit (1981),Drama
Alone in the Dark (1982),Horror
Author! Author! (1982),Comedy
Best Friends (1982),Comedy
"Best Little Whorehouse in Texas, The (1982)",Comedy
Burden of Dreams (1982),Documentary
Cannery Row (1982),Drama
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)",Drama
Deathtrap (1982),Comedy
Eating Raoul (1982),Comedy
Drumline (2002),Comedy
"Hot Chick, The (2002)",Comedy
Maid in Manhattan (2002),Comedy
Star Trek: Nemesis (2002),Action
About Schmidt (2002),Comedy
Evelyn (2002),Drama
Intact (Intacto) (2001),Thriller
"Lord of the Rings: The Two Towers, The (2002)",Adventure
25th Hour (2002),Crime
Antwone Fisher (2002),Drama
Gangs of New York (2002),Crime
Two Weeks Notice (2002),Comedy
"Wild Thornberrys Movie, The (2002)",Animation
Narc (2002),Crime
Bad Influence (1990),Drama
Blue Steel (1990),Action
Body of Evidence (1993),Drama
"Children's Hour, The (1961)",Drama
"Duellists, The (1977)",Action
"Kiss Before Dying, A (1956)",Film-Noir
Miami Blues (1990),Comedy
My Girl 2 (1994),Comedy
My Girl (1991),Comedy
My Neighbor Totoro (Tonari no Totoro) (1988),Animation
Black Christmas (1974),Horror
"Day of the Triffids, The (1962)",Horror
"Story of O, The (Histoire d'O) (1975)",Drama
Asoka (Ashoka the Great) (2001),Action
Fat City (1972),Drama
Catch Me If You Can (2002),Crime
Chicago (2002),Comedy
"Hours, The (2002)",Drama
Max (2002),Drama
Nicholas Nickleby (2002),Drama
"Pianist, The (2002)",Drama
"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)",Horror
"King of Comedy, The (1983)",Comedy
Confessions of a Dangerous Mind (2002),Comedy
Blue Collar Comedy Tour: The Movie (2003),Comedy
Just Married (2003),Comedy
"Son, The (Le fils) (2002)",Drama
"Guy Thing, A (2003)",Comedy
Kangaroo Jack (2003),Action
National Security (2003),Action
City of God (Cidade de Deus) (2002),Action
"American Friend, The (Amerikanische Freund, Der) (1977)",Crime
American Me (1992),Drama
CB4 - The Movie (1993),Comedy
Dogfight (1991),Drama
Imitation of Life (1959),Drama
"Little Romance, A (1979)",Comedy
Mystery Date (1991),Comedy
Pépé le Moko (1937),Crime
Summer Lovers (1982),Comedy
"Woman in Red, The (1984)",Comedy
Darkness Falls (2003),Horror
Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary
Dead Reckoning (1947),Drama
"Harder They Come, The (1973)",Action
Chaos (2001),Comedy
Biker Boyz (2003),Action
Final Destination 2 (2003),Horror
"Recruit, The (2003)",Action
"Guru, The (2002)",Comedy
Lost in La Mancha (2002),Documentary
May (2002),Drama
"Harder They Fall, The (1956)",Drama
Victim (1961),Crime
Evil Under the Sun (1982),Crime
Firefox (1982),Action
Honkytonk Man (1982),Comedy
Labyrinth of Passion (Laberinto de Pasiones) (1982),Comedy
"Last American Virgin, The (1982)",Comedy
"Last Unicorn, The (1982)",Animation
Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action
Making Love (1982),Drama
"Midsummer Night's Sex Comedy, A (1982)",Comedy
Missing (1982),Drama
Monsignor (1982),Drama
Monty Python Live at the Hollywood Bowl (1982),Comedy
Moonlighting (1982),Drama
"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama
One from the Heart (1982),Drama
Permanent Vacation (1982),Drama
Personal Best (1982),Drama
"Pirate Movie, The (1982)",Adventure
Querelle (1982),Drama
Richard Pryor Live on the Sunset Strip (1982),Comedy
Sunless (Sans Soleil) (1983),Documentary
Savannah Smiles (1982),Comedy
"Secret Policeman's Other Ball, The (1982)",Comedy
"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama
Shoot the Moon (1982),Drama
"New York Ripper, The (Squartatore di New York, Lo) (1982)",Crime
"State of Things, The (Stand der Dinge, Der) (1982)",Drama
Tenebre (1982),Horror
Trail of the Pink Panther (1982),Comedy
White Dog (1982),Drama
Deliver Us from Eva (2003),Comedy
How to Lose a Guy in 10 Days (2003),Comedy
Shanghai Knights (2003),Action
Daredevil (2003),Action
All the Real Girls (2003),Drama
Gerry (2002),Adventure
He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance
Dennis the Menace (1993),Comedy
"Black Stallion, The (1979)",Adventure
"Patch of Blue, A (1965)",Drama
Q & A (1990),Crime
"Thrill of It All, The (1963)",Comedy
Pillow Talk (1959),Comedy
"Man Who Fell to Earth, The (1976)",Drama
Dark Blue (2003),Action
Gods and Generals (2003),Action
"Life of David Gale, The (2003)",Crime
Old School (2003),Comedy
Stone Reader (2002),Documentary
Spider (2002),Drama
American Heart (1992),Crime
Lady Jane (1986),Drama
Life Stinks (1991),Comedy
"Meteor Man, The (1993)",Comedy
"Slaughter Rule, The (2002)",Drama
Ten (2002),Drama
Bringing Down the House (2003),Comedy
Tears of the Sun (2003),Action
Irreversible (Irréversible) (2002),Crime
Laurel Canyon (2002),Drama
Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama
Bend It Like Beckham (2002),Comedy
"Hunted, The (2003)",Action
Spun (2001),Comedy
King of Kings (1961),Drama
Loving You (1957),Drama
"Talk of the Town, The (1942)",Comedy
Two-Lane Blacktop (1971),Drama
Bang the Drum Slowly (1973),Drama
"Benny Goodman Story, The (1955)",Drama
Born Free (1966),Adventure
Born Yesterday (1993),Comedy
Equus (1977),Drama
Europa Europa (Hitlerjunge Salomon) (1990),Drama
"Glenn Miller Story, The (1953)",Drama
Green Card (1990),Comedy
Journey to the Center of the Earth (1959),Adventure
One Good Cop (1991),Action
Ringu (Ring) (1998),Horror
Ringu 2 (Ring 2) (1999),Horror
Salaam Bombay! (1988),Drama
Sweet Charity (1969),Comedy
Women in Love (1969),Drama
Boat Trip (2003),Comedy
Dreamcatcher (2003),Drama
View from the Top (2003),Comedy
"Awful Truth, The (1937)",Comedy
"House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)",Horror
I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),Drama
"Robe, The (1953)",Drama
Wind (1992),Action
Basic (2003),Drama
"Core, The (2003)",Action
Head of State (2003),Comedy
What a Girl Wants (2003),Comedy
Raising Victor Vargas (2002),Comedy
Stevie (2002),Documentary
Day for Night (La Nuit Américaine) (1973),Comedy
In a Lonely Place (1950),Drama
Wake of the Red Witch (1948),Action
"Good Thief, The (2002)",Crime
Phone Booth (2002),Drama
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action
DysFunktional Family (2003),Comedy
"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy
Anger Management (2003),Comedy
House of 1000 Corpses (2003),Horror
Lilya 4-Ever (Lilja 4-ever) (2002),Crime
Bulletproof Monk (2003),Action
Chasing Papi (a.k.a. Papi Chulo) (2003),Comedy
"Mighty Wind, A (2003)",Comedy
Holes (2003),Adventure
Malibu's Most Wanted (2003),Comedy
"Winged Migration (Peuple migrateur, Le) (2001)",Documentary
Flickering Lights (Blinkende lygter) (2000),Action
Straw Dogs (1971),Drama
Beginning of the End (1957),Sci-Fi
"Andromeda Strain, The (1971)",Mystery
Fahrenheit 451 (1966),Drama
I Am Trying to Break Your Heart (2002),Documentary
Legal Eagles (1986),Comedy
Undercover Blues (1993),Comedy
Wildcats (1986),Comedy
"Wiz, The (1978)",Adventure
"Marrying Man, The (Too Hot to Handle) (1991)",Comedy
Confidence (2003),Crime
Identity (2003),Crime
"Decade Under the Influence, A (2003)",Documentary
Manic (2001),Drama
Spellbound (2002),Documentary
"Lizzie McGuire Movie, The (2003)",Children
X2: X-Men United (2003),Action
"Dancer Upstairs, The (2002)",Crime
Owning Mahowny (2003),Crime
Daddy Day Care (2003),Children
"Man on the Train (Homme du train, L') (2002)",Comedy
"Shape of Things, The (2003)",Drama
"Trip, The (2002)",Comedy
101 Reykjavik (101 Reykjavík) (2000),Comedy
"Chorus Line, A (1985)",Comedy
Breakin' 2: Electric Boogaloo (1984),Musical
Breakin' (1984),Drama
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action
"Girls, Les (1957)",Musical
Gunfight at the O.K. Corral (1957),Western
High Society (1956),Comedy
Kiss Me Kate (1953),Comedy
"Matrix Reloaded, The (2003)",Action
Down with Love (2003),Comedy
Cinemania (2002),Documentary
Friends and Family (2001),Comedy
"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy
Bruce Almighty (2003),Comedy
Gigantic (A Tale of Two Johns) (2002),Documentary
Finding Nemo (2003),Adventure
"Italian Job, The (2003)",Action
Wrong Turn (2003),Horror
Capturing the Friedmans (2003),Documentary
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action
Love the Hard Way (2001),Crime
Whale Rider (2002),Drama
Nevada Smith (1966),Western
Once a Thief (Zong heng si hai) (1991),Action
Silk Stockings (1957),Musical
"Crazies, The (a.k.a. Code Name: Trixie) (1973)",Action
Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary
"White Sheik, The (Sceicco bianco, Lo) (1952)",Comedy
Treasure Island (1950),Adventure
Animals are Beautiful People (1974),Comedy
Car Wash (1976),Comedy
Destry Rides Again (1939),Comedy
"Electric Horseman, The (1979)",Comedy
Gay Purr-ee (1962),Animation
Intervista (1987),Comedy
King Rat (1965),Drama
Mr. & Mrs. Bridge (1990),Drama
Shenandoah (1965),Drama
Straight Talk (1992),Comedy
Oscar (1991),Comedy
"6th Man, The (Sixth Man, The) (1997)",Comedy
"Far Country, The (1954)",Western
"Railway Children, The (1970)",Children
Two Mules for Sister Sara (1970),Comedy
Winchester '73 (1950),Western
Battle Cry (1955),Drama
"Courtship of Eddie's Father, The (1963)",Comedy
"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary
This Boy's Life (1993),Drama
Barton Fink (1991),Drama
Belle époque (1992),Comedy
"Comancheros, The (1961)",Action
Duel at Diablo (1966),War
"Flight of the Phoenix, The (1965)",Action
From the Terrace (1960),Drama
"Heaven Knows, Mr. Allison (1957)",Drama
"Long, Hot Summer, The (1958)",Drama
Music Box (1989),Drama
"Blue Max, The (1966)",Adventure
"Trial, The (Procès, Le) (1962)",Drama
"Unforgiven, The (1960)",Drama
Good Burger (1997),Children
Jubilee (1977),Drama
Mississippi Masala (1991),Drama
Quai des Orfèvres (Jenny Lamour) (1947),Crime
"Stranger Among Us, A (1992)",Crime
Chisum (1970),Western
Half Moon Street (1986),Drama
"Truce, The (a.k.a. La Tregua) (1996)",Drama
Shattered (1991),Mystery
"Song of Bernadette, The (1943)",Drama
Thoroughly Modern Millie (1967),Comedy
Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
Hollywood Homicide (2003),Action
Alex and Emma (2003),Comedy
Murphy's War (1971),War
28 Days Later (2002),Action
Charlie's Angels: Full Throttle (2003),Action
Fulltime Killer (Chuen jik sat sau) (2001),Action
Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Drama
Made for Each Other (1939),Comedy
Ring of Terror (1962),Horror
You Only Live Once (1937),Crime
Anastasia (1956),Drama
Flight of the Intruder (1991),Action
"Main Event, The (1979)",Comedy
Man's Favorite Sport? (1964),Comedy
Nuts (1987),Drama
Scaramouche (1952),Adventure
Start the Revolution Without Me (1970),Comedy
"Tenant, The (Locataire, Le) (1976)",Drama
"Hour of the Pig, The (1993)",Crime
"What's Up, Doc? (1972)",Comedy
Hulk (2003),Action
"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
Sinbad: Legend of the Seven Seas (2003),Adventure
Terminator 3: Rise of the Machines (2003),Action
Swimming Pool (2003),Drama
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action
Northfork (2003),Drama
Bad Boys II (2003),Action
Johnny English (2003),Action
Dirty Pretty Things (2002),Crime
Little Giants (1994),Children
"Mouse That Roared, The (1959)",Comedy
Spencer's Mountain (1963),Comedy
Lara Croft Tomb Raider: The Cradle of Life (2003),Action
Seabiscuit (2003),Drama
Spy Kids 3-D: Game Over (2003),Action
Camp (2003),Comedy
"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama
"One, Two, Three (1961)",Comedy
Remo Williams: The Adventure Begins (1985),Action
"What's Up, Tiger Lily? (1966)",Adventure
White Lightning (1973),Action
American Wedding (American Pie 3) (2003),Comedy
Gigli (2003),Comedy
"Magdalene Sisters, The (2002)",Drama
"Secret Lives of Dentists, The (2002)",Drama
Freaky Friday (2003),Children
S.W.A.T. (2003),Action
"Divorce, Le (2003)",Comedy
Step Into Liquid (2002),Documentary
Accattone (1961),Drama
...And God Spoke (1993),Comedy
Brain Damage (1988),Comedy
"Double Life, A (1947)",Crime
"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Drama
Umberto D. (1952),Drama
Brother's Keeper (1992),Documentary
"Day of the Dolphin, The (1973)",Drama
Freddy vs. Jason (2003),Action
Open Range (2003),Western
Shaolin Soccer (Siu lam juk kau) (2001),Action
American Splendor (2003),Comedy
Agent Cody Banks (2003),Action
Hot Dog... The Movie (1984),Comedy
House of Wax (1953),Crime
"Inn of the Sixth Happiness, The (1958)",Adventure
"Sure Thing, The (1985)",Comedy
Valley Girl (1983),Comedy
Wait Until Dark (1967),Drama
Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),Drama
Tokyo Story (Tôkyô monogatari) (1953),Drama
"Green Ray, The (Rayon vert, Le) (1986)",Drama
THX 1138 (1971),Action
Valley of the Dolls (1967),Drama
Kind Hearts and Coronets (1949),Comedy
10 (1979),Comedy
Tremors (1990),Comedy
"Pink Panther, The (1963)",Comedy
"Pink Panther Strikes Again, The (1976)",Comedy
Commando (1985),Action
Dracula (1979),Horror
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy
Ikiru (1952),Drama
"Angel at My Table, An (1990)",Drama
Incident at Oglala (1992),Documentary
"Handmaid's Tale, The (1990)",Drama
Revolution OS (2001),Documentary
Fire (1996),Drama
Death in Venice (Morte a Venezia) (1971),Drama
"Medallion, The (2003)",Action
Don't Tempt Me (Sin noticias de Dios) (2001),Comedy
Jeepers Creepers 2 (2003),Horror
"Order, The (2003)",Horror
Taking Sides (2001),Drama
Cabin Fever (2002),Horror
Matchstick Men (2003),Comedy
Once Upon a Time in Mexico (2003),Action
Dummy (2002),Comedy
Lost in Translation (2003),Comedy
Millennium Actress (Sennen joyû) (2001),Animation
Gotcha! (1985),Comedy
Once Upon a Time in China (Wong Fei Hung) (1991),Action
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action
Paper Moon (1973),Comedy
Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure
"Ugly American, The (1963)",Drama
Convoy (1978),Action
Day of the Dead (1985),Horror
"Hello, Dolly! (1969)",Comedy
"Rose, The (1979)",Drama
At War with the Army (1950),Comedy
Jungle Book (1942),Adventure
Once Bitten (1985),Comedy
"Brood, The (1979)",Horror
Cold Creek Manor (2003),Drama
Secondhand Lions (2003),Children
Underworld (2003),Action
Bubba Ho-tep (2002),Comedy
Demonlover (2002),Crime
In This World (2002),Adventure
Yossi & Jagger (2002),Drama
Duplex (2003),Comedy
"Rundown, The (2003)",Action
Under the Tuscan Sun (2003),Comedy
Luther (2003),Drama
Mambo Italiano (2003),Comedy
My Life Without Me (2003),Drama
Dorm Daze (National Lampoon Presents Dorm Daze) (2003),Comedy
To Be and to Have (Être et avoir) (2002),Documentary
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation
Videodrome (1983),Fantasy
Lagaan: Once Upon a Time in India (2001),Comedy
Judgment at Nuremberg (1961),Drama
"Same Time, Next Year (1978)",Comedy
"Brief History of Time, A (1991)",Documentary
Leningrad Cowboys Go America (1989),Comedy
"Rules of the Game, The (La règle du jeu) (1939)",Comedy
Seven Brides for Seven Brothers (1954),Comedy
Kiss of the Spider Woman (1985),Drama
All the President's Men (1976),Drama
Angie (1994),Comedy
Avalon (2001),Drama
Babette's Feast (Babettes gæstebud) (1987),Drama
Beethoven (1992),Children
Beethoven's 2nd (1993),Children
Boyz N the Hood (1991),Crime
Bugsy (1991),Crime
Bugsy Malone (1976),Children
Cobra (1986),Action
Phenomena (a.k.a. Creepers) (1985),Horror
Time and Tide (Seunlau Ngaklau) (2000),Action
Monty Python's The Meaning of Life (1983),Comedy
Where Eagles Dare (1968),Action
Sleeping with the Enemy (1991),Drama
PCU (1994),Comedy
"Rookie, The (1990)",Action
"Ghost and Mr. Chicken, The (1966)",Comedy
City Heat (1984),Action
Three O'Clock High (1987),Comedy
Come and See (Idi i smotri) (1985),Drama
Ginger Snaps (2000),Drama
"Ballad of Little Jo, The (1993)",Drama
"Shakiest Gun in the West, The (1968)",Comedy
It's Pat (1994),Comedy
"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Drama
"Gun in Betty Lou's Handbag, The (1992)",Comedy
Sudden Fear (1952),Film-Noir
Regarding Henry (1991),Drama
Alien Contamination (1980),Action
"Hospital, The (1971)",Comedy
Leap of Faith (1992),Comedy
"Gas, Food, Lodging (1992)",Drama
In Cold Blood (1967),Crime
Yankee Doodle Dandy (1942),Drama
Ninja Scroll (Jûbei ninpûchô) (1995),Action
Knife in the Water (Nóz w wodzie) (1962),Drama
Out of Time (2003),Crime
School of Rock (2003),Comedy
"Concert for George, The (2003)",Documentary
"Station Agent, The (2003)",Comedy
Wonderland (2003),Crime
Bus 174 (Ônibus 174) (2002),Crime
Mystic River (2003),Crime
"House of the Dead, The (2003)",Action
Intolerable Cruelty (2003),Comedy
Kill Bill: Vol. 1 (2003),Action
Dopamine (2003),Comedy
Girls Will Be Girls (2003),Comedy
Runaway Jury (2003),Drama
"Texas Chainsaw Massacre, The (2003)",Horror
Pieces of April (2003),Comedy
Sylvia (2003),Drama
Veronica Guerin (2003),Crime
In the Cut (2003),Crime
Radio (2003),Drama
Scary Movie 3 (2003),Comedy
Brother Bear (2003),Adventure
Elephant (2003),Drama
"Singing Detective, The (2003)",Comedy
"Italian Job, The (1969)",Action
